,lyric,clean_lyric
3823,I wonder if he knows he's all I think about at night,night
3824,He's the reason for the teardrops on my guitar,teardrops guitar
3825,The only thing that keeps me wishing on a wishing star,wishing wishing star
3826,He's the song in the car I keep singing. Don't know why I do,song car singing
3827,Drew walks by me,drew walks
3828,Can he tell that I can't breathe?,breathe
3829,"And there he goes, so perfectly",perfectly
3830,The kind of flawless I wish I could be,kind flawless
3831,"She'd better hold him tight, give him all her love",hold tight love
3832,Look in those beautiful eyes and know she's lucky 'cause,beautiful eyes lucky
3833,He's the reason for the teardrops on my guitar,teardrops guitar
3834,The only thing that keeps me wishing on a wishing star,wishing wishing star
3835,He's the song in the car I keep singing. Don't know why I do,song car singing
3836,"So, I drive home alone",drive
3837,As I turn out the light,turn
3838,I'll put his picture down,picture
3839,And maybe get some sleep tonight,sleep tonight
3840,'Cause he's the reason for the teardrops on my guitar,teardrops guitar
3841,The only one who's got enough of me to break my heart,break heart
3842,He's the song in the car I keep singing. Don't know why I do,song car singing
3843,"He's the time taken up, but there's never enough",
3844,And he's all that I need to fall into,fall
3845,Drew looks at me,drew
3846,I fake a smile so he won't see,fake smile
3847,"I don't know what I want, so don't ask me",
3848,'Cause I'm still trying to figure it out,figure
3849,"Don't know what's down this road, I'm just walking",road walking
3850,Trying to see through the rain coming down,rain
3851,Even though I'm not the only one,
3852,Who feels the way I do,feels
3853,"I'm alone, on my own, and that's all I know",
3854,"I'll be strong, I'll be wrong, oh but life goes on",wrong life
3855,"Oh, I'm just a girl, trying to find a place in this world",girl find
3856,"Got the radio on, my old blue jeans",radio blue jeans
3857,And I'm wearing my heart on my sleeve,wearing heart sleeve
3858,"Feeling lucky today, got the sunshine",feeling lucky today sunshine
3859,Could you tell me what more do I need,
3860,"And tomorrow's just a mystery, oh yeah",tomorrows mystery
3861,But that's OK,
3862,"I'm alone, on my own, and that's all I know",
3863,"I'll be strong, I'll be wrong, oh but life goes on",wrong life
3864,"Oh, I'm just a girl, trying to find a place in this world",girl find
3865,Maybe I'm just a girl on a mission,girl mission
3866,But I'm ready to fly,
3867,"I'm alone, on my own, and that's all I know",
3868,"I'll be strong, I'll be wrong, oh but life goes on",wrong life
3869,"Oh I'm alone, on my own, and that's all I know",
3870,"Oh I'm just a girl, trying to find a place in this world",girl find
3871,Oh I'm just a girl,girl
3872,"Oh I'm just a girl, oh, oh",girl
3873,Oh I'm just a girl,girl
3874,You have a way of coming easily to me,easily
3875,"And when you take, you take the very best of me",
3876,So I start a fight 'cause I need to feel something,start fight feel
3877,And you do what you want 'cause I'm not what you wanted,wanted
3878,"Oh, what a shame, what a rainy ending given to a perfect day",shame rainy perfect day
3879,"Just walk away, ain't no use defending words that you will never say",walk defending
3880,And now that I'm sitting here thinking it through,sitting thinking
3881,I've never been anywhere cold as you,cold
3882,You put up walls and paint them all a shade of gray,walls paint shade gray
3883,And I stood there loving you and wished them all away,stood loving wished
3884,And you come away with a great little story,great story
3885,Of a mess of a dreamer with the nerve to adore you,mess dreamer nerve adore
3886,"Oh, what a shame, what a rainy ending given to a perfect day",shame rainy perfect day
3887,"So just walk away, ain't no use defending words that you will never say",walk defending
3888,And now that I'm sitting here thinking it through,sitting thinking
3889,I've never been anywhere cold as you,cold
3890,"You never did give a damn thing, honey, but I cried, cried for you",damn honey cried cried
3891,"And I know you wouldn't have told nobody if I died, died for you, died for you",told died died died
3892,"Oh, what a shame, what a rainy ending given to a perfect day",shame rainy perfect day
3893,Every smile you fake is so condescending counting all the scars you made,smile fake condescending counting scars
3894,And now that I'm sitting here thinking it through,sitting thinking
3895,I've never been anywhere cold as you,cold
3896,I didn't know what I would find,find
3897,When I went looking for a reason,
3898,I know I didn't read between the lines,lines
3899,"And, baby, I've got nowhere to go",baby
3900,I tried to take the road less traveled by,road traveled
3901,But nothing seems to work the first few times,work
3902,Am I right?,
3903,So how can I ever try to be better?,
3904,Nobody ever lets me in,
3905,I can still see you,
3906,This ain't the best view,view
3907,On the outside looking in,
3908,And I've been a lot of lonely places,lot lonely places
3909,I've never been on the outside,
3910,"You saw me there, but never knew",knew
3911,That I would give it all up to be,
3912,"A part of this, a part of you",
3913,And now it's all too late. So you see,
3914,You could've helped if you had wanted to,couldve helped wanted
3915,But no one notices until it's too late to do anything,notices
3916,So how can I ever try to be better?,
3917,Nobody ever lets me in,
3918,I can still see you,
3919,This ain't the best view,view
3920,On the outside looking in,
3921,And I've been a lot of lonely places,lot lonely places
3922,I've never been on the outside,
3923,"Oh, yeah",
3924,So how can I ever try to be better?,
3925,Nobody ever lets me in,
3926,And I can still see you,
3927,This ain't the best view,view
3928,On the outside looking in,
3929,And I've been a lot of lonely places,lot lonely places
3930,I've never been on the outside,
3931,Seems the only one who doesn't see your beauty,beauty
3932,Is the face in the mirror looking back at you,face mirror
3933,You walk around here thinking you're not pretty,walk thinking pretty
3934,But that's not true 'cause I know you,true
3935,"Hold on, baby, you're losing it",hold baby losing
3936,"The water's high, you're jumping into it",waters high jumping
3937,And letting go,letting
3938,And no one knows,
3939,"That you cry, but you don't tell anyone",cry
3940,That you might not be the golden one,golden
3941,And you're tied together with a smile,tied smile
3942,But you're coming undone,undone
3943,I guess it's true that love was all you wanted,guess true love wanted
3944,'Cause you're giving it away like it's extra change,extra
3945,Hoping it will end up in his pocket,hoping pocket
3946,But he leaves you out like a penny in the rain,leaves penny rain
3947,"Oh, 'cause it's not his price to pay",price pay
3948,It's not his price to pay,price pay
3949,"Hold on, baby, you're losing it",hold baby losing
3950,"The water's high, you're jumping into it",waters high jumping
3951,And letting go,letting
3952,And no one knows,
3953,"That you cry, but you don't tell anyone",cry
3954,That you might not be the golden one,golden
3955,And you're tied together with a smile,tied smile
3956,But you're coming undone,undone
3957,"Hold on, baby, you're losing it",hold baby losing
3958,"The water's high, you're jumping into it",waters high jumping
3959,And letting go,letting
3960,And no one knows,
3961,"That you cry, but you don't tell anyone",cry
3962,That you might not be the golden one,golden
3963,And you're tied together with a smile,tied smile
3964,But you're coming undone,undone
3965,You're tied together with a smile,tied smile
3966,But you're coming undone,undone
3967,"Goodbye, baby",goodbye baby
3968,"With a smile, baby, baby",smile baby baby
3969,Cory's eyes are like a jungle,corys eyes jungle
3970,"He smiles, it's like the radio",smiles radio
3971,He whispers songs into my window,whispers songs window
3972,In words that nobody knows,
3973,There's pretty girls on every corner,pretty girls corner
3974,That watch him as he's walking home,watch walking
3975,"Saying, ""Does he know?""",
3976,Will you ever know?,
3977,You're beautiful,beautiful
3978,Every little piece love,piece love
3979,And don't you know,
3980,You're really gonna be someone,
3981,Ask anyone,
3982,And when you find everything you looked for,find looked
3983,I hope your life leads you back to my door,life leads door
3984,"Oh, but if it don't",
3985,Stay beautiful,stay beautiful
3986,Cory finds another way to be,cory finds
3987,The highlight of my day,highlight day
3988,I'm taking pictures in my mind,pictures mind
3989,So I can save them for a rainy day,save rainy day
3990,It's hard to make a conversation,conversation
3991,When he's taking my breath away,breath
3992,"I should say, hey, by the way",
3993,You're beautiful,beautiful
3994,Every little piece love,piece love
3995,And don't you know,
3996,You're really gonna be someone,
3997,Ask anyone,
3998,And when you find everything you looked for,find looked
3999,I hope your life leads you back to my door,life leads door
4000,"Oh, but if it don't",
4001,Stay beautiful,stay beautiful
4002,If you and I are a story,story
4003,That never gets told,told
4004,If what you are is a daydream,daydream
4005,I'll never get to hold,hold
4006,At least you'll know,
4007,You're beautiful,beautiful
4008,Every little piece love,piece love
4009,And don't you know,
4010,You're really gonna be someone,
4011,Ask anyone,
4012,And when you find everything you looked for,find looked
4013,I hope your life leads you back to my front door,life leads front door
4014,"Oh, but if it don't",
4015,Will you stay,stay
4016,"Beautiful, beautiful, beautiful",beautiful beautiful beautiful
4017,"Beautiful, beautiful, beautiful?",beautiful beautiful beautiful
4018,La la la,
4019,"Oh, oh, oh, oh",
4020,"Oh, but if it don't",
4021,Stay beautiful,stay beautiful
4022,Stay beautiful,stay beautiful
4023,"Na, na, na, na, na",
4024,It's strange to think the songs we used to sing,strange songs
4025,"The smiles, the flowers, everything is gone",smiles flowers
4026,Yesterday I found out about you,yesterday
4027,Even now just looking at you feels wrong,feels wrong
4028,"You say that you'd take it all back, given one chance",chance
4029,"It was a moment of weakness and you said, ""Yes.""",moment weakness
4030,"You should've said ""No"", you should've gone home",shouldve shouldve
4031,You should've thought twice 'fore you let it all go,shouldve thought
4032,You should've known that word,shouldve
4033,'Bout what you did with her'd,herd
4034,Get back to me (get back to me).,
4035,And I should've been there in the back of your mind,shouldve mind
4036,"I shouldn't be asking myself, ""Why?""",
4037,You shouldn't be begging for forgiveness at my feet...,begging forgiveness feet
4038,"You should've said ""No"", baby, and you might still have me",shouldve baby
4039,You can see that I've been crying,crying
4040,"And baby, you know all the right things to say",baby things
